ROE,ROA,Leverage,Size,Growth,Y,Z1,Z21,Z22,X,ROE Norm,ROA Norm,Leverage Norm,Size Norm,Growt Norm,Y Norm,Z1 Norm,X Norm
0.0689,0.0372,0.8531,26.6939,0.0482,0.9107,0.1084,3,1,0.66,-0.0353941174592797,-0.00245912229983858,0.0152092137103568,-1.25087099846206,-0.0576132641843041,-0.345882128075877,-0.0670903508879522,0.753410649564821
0.0905,0.0547,0.6535,26.6912,-0.0027,0.8278,0.1261,4,2,0.29,-0.0209140364886433,0.0512323749212202,0.00554738660223665,-1.25227473134454,-0.0731446877988338,-0.382238803584301,-0.0633932859682871,-1.16183787835848
0.1149,0.0358,2.2083,30.0939,0.3889,1.0585,0.1227,1,1,0.42,-0.00450641227191577,-0.0066858345739436,0.0808107881485112,0.510285426784702,0.0464344482408351,-0.281081932647202,-0.0640896052394286,-0.480510751561698
0.0767,0.0338,1.2712,30.2808,0.2178,1.0166,0.2136,3,1,0.87,-0.0301487820056308,-0.0129033895858517,0.0354502065893503,0.607096377240616,-0.00581843997548786,-0.299450975259078,-0.0451486793611292,1.84797312695742
0.1053,0.0539,0.9518,30.2493,-0.0310,0.8742,0.2163,4,2,0.81,-0.0109808084016437,0.0488127352860441,0.0199866360125783,0.590764385438182,-0.0817959900206118,-0.361905720139459,-0.0445776722973822,1.52126131527976
0.1479,0.0786,0.8820,30.3626,0.1200,0.8828,0.0573,4,2,0.79,0.0176166798975073,0.124250360873875,0.016607731597794,0.649456995369479,-0.0356811595048796,-0.35812669514389,-0.0777439972658669,1.42644710198252
-0.0364,-0.0200,0.8253,31.3423,-0.2087,0.7535,0.3323,2,1,0.67,-0.106162490922914,-0.177530769827261,0.0138639450328947,1.1569401012559,-0.136052144829764,-0.414794533998572,-0.0203941490150946,0.836430630329855
0.1516,0.0882,0.7198,31.3911,0.0499,1.2976,0.5258,2,1,0.51,0.0201285306781279,0.153592319994111,0.00875879804746283,1.18218139400987,-0.057066641135346,-0.176255637207443,0.0199482557835782,-0.0180472463014336
0.4357,0.2027,1.1495,32.2478,1.3555,0.8379,0.1566,4,2,0.62,0.21091501496981,0.504409438744828,0.0295564872125597,1.62595781826669,0.341607840918152,-0.377797791611549,-0.0570258903181627,0.549062341965393
0.1063,0.0703,0.5107,28.3662,0.0499,1.8146,0.1760,1,1,0.58,-0.0103226229029784,0.0990432289783067,-0.00136774943862196,-0.384638314318487,-0.057069694895396,0.0503894140929879,-0.0529852257155092,0.324908671592654
0.1064,0.0744,0.4314,28.3287,-0.0368,1.6225,-2.7296,4,2,0.44,-0.0102151640460535,0.111325197253061,-0.00520411297546511,-0.40405748249715,-0.0835549558094378,-0.033814452600644,-0.65888957476653,-0.372191563488304
0.6907,0.0756,8.1318,27.8507,0.7703,2.2943,-3.0335,1,1,0.39,0.382211149086731,0.115276254378855,0.367560688366841,-0.651658351557777,0.162910964069658,0.260703991949686,-0.722257681838973,-0.646150526836848
0.0240,0.0024,9.0303,27.9826,0.1409,2.0201,-0.1437,3,1,0.21,-0.0655699077195159,-0.109076407996647,0.411053674907057,-0.583372703625176,-0.029286585960085,0.140472251226364,-0.119647706789662,-1.55666095865666
-0.1824,-0.0915,0.9937,27.5898,-0.0802,0.8324,-0.1536,1,1,0.40,-0.204185116974137,-0.396584727685226,0.0220178513312652,-0.786820734714362,-0.0968204894668341,-0.380217770495023,-0.121725988740677,-0.58276389355051
0.1192,0.1086,0.0973,26.3364,0.0551,1.5194,0.1448,4,3,0.46,-0.00163860402773129,0.216288552060003,-0.0213783184635413,-1.436070502079,-0.0555061697497729,-0.0790356159757059,-0.0594950009707886,-0.284453118341353
0.0101,0.0071,0.4187,28.1868,-0.0811,0.6778,0.0006,3,2,0.46,-0.0748986797363127,-0.0945891985354031,-0.0058208356437223,-0.477554035521171,-0.0970800590710879,-0.447990331291443,-0.0895667706318416,-0.284453118341353
0.1537,0.1159,0.3257,28.1047,0.2634,5.2776,0.1905,3,2,0.42,0.0215254958181522,0.238677875772834,-0.0103228143052543,-0.520085587912477,0.00811586713286827,1.56857105787588,-0.0499573102258455,-0.459930008635255
0.0702,0.0639,0.0975,27.8309,0.0478,0.8898,0.0878,4,2,0.32,-0.0345680274966692,0.079410456748587,-0.0213700890401815,-0.661909227478176,-0.0577170920260056,-0.355040345263517,-0.0713690807386985,-0.986360833790769
0.0837,0.0488,0.7142,29.3640,0.1652,0.8604,0.1627,1,1,0.69,-0.0254541731937223,0.0331922768817429,0.00848771116031681,0.132178838262505,-0.0218781640786754,-0.367920595190413,-0.0557673852890349,0.910803872769642
0.0997,0.0524,0.9026,29.5487,0.2029,0.8026,0.1227,1,1,0.62,-0.0147485845725746,0.0440347127153167,0.0176059122429638,0.22785540679494,-0.0103654886900051,-0.393282149250009,-0.0640918914001707,0.566182106309397
0.0666,0.0329,1.0216,29.6543,0.1114,0.8451,0.0804,1,1,0.65,-0.0369724194203648,-0.0155067993199019,0.0233679608459978,0.282549190950316,-0.0383104469079685,-0.374667601534012,-0.0729292416269464,0.719221722685455
0.0288,0.0151,0.9149,29.6099,-0.0434,0.7562,0.0959,1,1,0.60,-0.0623394258332097,-0.0703009171342054,0.0182027874784121,0.259581841869442,-0.0855612761623175,-0.413610848675134,-0.0696876427480409,0.46213645695902
0.0918,0.0428,1.1461,29.8099,0.2213,0.7918,0.4021,3,1,0.36,-0.0200207847404547,0.014662125245268,0.0293948032477262,0.363147285604891,-0.00473130139767179,-0.398034426622628,-0.00584600050652092,-0.810883943496867
0.1385,0.0960,0.4424,30.5149,0.0196,5.1008,0.4131,1,1,0.80,0.0113370529459558,0.177727459646247,-0.00467258904316811,0.728361286878036,-0.0663378566472831,1.49106597330897,-0.00355258183449836,1.51037081870797
0.1788,0.1577,0.1336,31.2730,1.1342,3.7762,0.2361,3,1,0.71,0.0383965363553686,0.366673749638667,-0.0196181900320003,1.1210387263169,0.274043399810902,0.910341185590674,-0.0404508667311999,0.997938644510464
0.1369,0.1228,0.1146,31.4258,0.1651,1.5213,0.2250,1,1,0.61,0.0102624643767064,0.259811437143359,-0.0205394013645698,1.20017611000151,-0.0219087016791759,-0.0781895001704333,-0.0427631930081891,0.505193042255014
0.2318,0.0762,2.0421,27.4295,0.2181,5.5081,0.6967,3,2,0.39,0.0739721341760832,0.116960813618535,0.0727667688561803,-0.869822268695399,-0.00572377341393646,1.66961832832007,0.0555943622066929,-0.635407053202964
0.0885,0.0373,1.3689,30.3508,0.2739,0.7447,-1.1874,4,2,0.56,-0.0222774207358786,-0.0020303254024656,0.0401806727700482,0.643313721573829,0.0113192614253657,-0.418661239388471,-0.337291171649896,0.22248042883309
0.1296,0.0559,1.3194,30.5642,0.2380,0.9573,0.1728,4,2,0.61,0.00535293785094795,0.054754635149641,0.0377834901537142,0.753897829721678,0.000359316605753526,-0.32547013227614,-0.0536545136430041,0.505193042255014
0.0646,0.0346,0.8661,26.4083,0.0857,0.8314,0.1734,4,2,0.62,-0.038302222774811,-0.0103612365514262,0.0158380384717902,-1.39882755217114,-0.0461616639966347,-0.380660556486383,-0.0535172357236493,0.532189724259933
0.0059,0.0029,1.0536,26.6428,0.0131,0.9656,0.0692,4,2,0.65,-0.0777261909091503,-0.107606247205654,0.0249155765213653,-1.27733473018379,-0.0683319619599626,-0.321800707773481,-0.0752652157141023,0.734908283364001
-0.5749,-0.2231,1.5766,26.4146,-0.2041,1.1694,0.1286,3,1,0.35,-0.467815273903817,-0.799806952964883,0.050234123613349,-1.39556944153246,-0.134641307686644,-0.232476306051049,-0.0628638881335152,-0.854753243207246
0.1037,0.0738,0.4043,29.8515,0.0582,0.9084,0.1257,1,1,0.57,-0.0120755455065666,0.109640638013382,-0.00651404354085282,0.384710901803285,-0.0545381278139086,-0.346916756728957,-0.0634798835297636,0.321648248959094
0.1181,0.0810,0.4574,29.9731,0.0691,1.0299,0.1721,4,2,0.58,-0.00240424838332153,0.131693049878277,-0.00394549528514433,0.447671688469503,-0.0512125831194094,-0.293624613055932,-0.0538049392931174,0.329716151961112
0.1495,0.0631,1.3683,30.4677,0.5000,0.9443,0.0903,3,2,0.44,0.0186912684667568,0.0768989320639739,0.040147755076609,0.703865889087451,0.0803678299169371,-0.331164973887794,-0.0708626007276971,-0.372191563488304
0.0795,0.0218,2.6507,27.6677,0.0726,0.9915,0.0907,3,1,0.55,-0.0282749681880021,-0.0496880377104904,0.1022276204005,-0.746475068951863,-0.0501437671018936,-0.310468016806488,-0.0707716007183018,0.204074638035346
0.1666,0.0498,2.3484,27.8448,0.1937,1.1897,0.1689,4,2,0.41,0.0301893661577259,0.0359794567146673,0.0875932852481591,-0.65475070776014,-0.0131566253757464,-0.223589898085829,-0.0544586014113663,-0.547668608056013
0.0096,0.0093,0.0338,25.3133,0.1645,0.6862,0.0254,3,2,0.36,-0.0752277724856453,-0.0878815899264974,-0.0244532182977403,-1.9659977946067,-0.0220766584819284,-0.444290218650769,-0.0843995722199989,-0.810883943496867
0.4203,0.2656,0.5823,30.2019,0.1324,1.4638,0.0026,3,1,0.36,0.200565383812226,0.697092387414355,0.00210167863311998,0.566201649907847,-0.0318761744825233,-0.103406381579387,-0.0891362994196087,-0.767014643786488
0.0108,0.0078,0.3952,25.1390,0.1153,8.5813,0.0180,1,1,0.41,-0.0744083987015926,-0.0925983557976001,-0.00695891648600851,-2.056282164133,-0.0371164267284009,3.01693280365478,-0.0859300891571808,-0.505666021408286
0.0221,0.0129,0.7128,26.2260,1.9655,2.1605,0.0538,4,2,0.35,-0.066832549288384,-0.0768553839940495,0.00841751901989508,-1.49321952382218,0.527890257730957,0.202037040104308,-0.0784643135786434,-0.854753243207246
0.0046,0.0014,2.3211,27.3541,0.0375,0.8398,-0.1306,2,1,0.53,-0.0786194426573389,-0.112169871327695,0.0862717366733223,-0.908878157750379,-0.0608746799177523,-0.376982363944291,-0.116922271969864,0.110369961956831
1.0853,-0.1183,-10.1760,27.6832,-0.0020,1.3837,2.5150,1,1,0.27,0.647238271156434,-0.478668705182338,-0.518691085602722,-0.738435978790945,-0.0729278708352806,-0.138513611468625,0.434765170923987,-1.280016242605
-0.1797,-0.0572,2.1409,31.6848,0.0230,1.0489,0.1173,1,1,0.56,-0.20239861347776,-0.291652001228097,0.0775504842468534,1.33432324723571,-0.0653087395104179,-0.285286207555266,-0.0652348287321075,0.264311154460008
0.0373,0.0114,2.2803,31.7698,0.0887,1.3213,0.1767,1,1,0.74,-0.056664254951861,-0.0816027782149645,0.0842966750669728,1.37835176937992,-0.0452241596612708,-0.165878662538634,-0.0528417912542356,1.18336002439267
0.0194,0.0055,2.5399,31.8468,0.0800,1.2200,0.2356,1,1,0.68,-0.0686459174989924,-0.099581619554817,0.096865909039734,1.41822607096417,-0.0478809309048101,-0.210301934325304,-0.0405498413413446,0.857155464991878
0.0641,0.0177,2.6216,31.9181,0.0739,1.2672,0.2557,1,1,0.56,-0.0386313155241437,-0.0621844044339313,0.100819420838522,1.45517377078237,-0.0497406707752876,-0.189618129303148,-0.0363579449636365,0.268038718180651
0.0435,0.0129,2.3862,32.1001,0.1996,1.0104,0.1128,2,1,0.26,-0.0524733595317882,-0.0770391540929236,0.089426510322484,1.54945696608459,-0.0113518531861697,-0.302173451502987,-0.0661719515757385,-1.29344562321581
0.1279,0.0514,1.4905,29.7022,0.0172,2.0669,0.2682,1,1,0.57,0.00422461985323603,0.0409106210344565,0.0460627741373897,0.307376097613516,-0.0670768665793941,0.160976311440146,-0.0337502958776348,0.278470712998544
0.1922,0.0869,1.2118,29.7856,0.0870,2.3575,0.5979,4,2,0.89,0.0473827832657171,0.149733147917755,0.0325757174181484,0.350560308097782,-0.0457646751901288,0.288410996557577,0.0350025521267965,1.95287808141184
-0.0730,-0.0203,2.6026,28.9719,0.0746,1.5784,0.2964,3,2,0.38,-0.130710123551706,-0.178449620321632,0.09989869358968,-0.0709066049972574,-0.0495299613318345,-0.0531523635698537,-0.0278693840225463,-0.679276198639537
0.3277,0.1282,1.5570,30.0257,0.1703,2.3659,0.0835,1,1,0.46,0.138413867438261,0.276166975943157,0.0492824150059756,0.474964192372777,-0.0203268539732525,0.292076037040519,-0.0722776943077014,-0.264205761111471
0.0771,0.0307,1.5121,30.0745,0.0708,2.2107,0.1029,1,1,0.50,-0.0299137157561075,-0.0223981780276818,0.0471117835738993,0.50022102460515,-0.0507026051910518,0.224049203100545,-0.0682202046002055,-0.0651069283370716
0.0239,0.0093,1.5697,30.1865,-0.0319,1.7365,0.0713,3,1,0.43,-0.0656169209694205,-0.0878815899264974,0.0498981695067787,0.558250616791217,-0.0820586133849157,0.0161326840287384,-0.0748153288232258,-0.416060863198683
0.1015,0.0966,0.0498,28.1106,0.2334,11.2931,0.1778,3,2,0.42,-0.0135531047892846,0.179595788984801,-0.0236777161670119,-0.517039850145324,-0.00103930549716716,4.20578250231911,-0.0526056469359306,-0.503799308345634
0.0182,0.0154,0.1798,24.2908,0.0753,1.0105,-0.2142,3,1,0.30,-0.0694652912830451,-0.0691676681911483,-0.0173831754642269,-2.49564537652313,-0.0493314669285816,-0.302142763364971,-0.134351400672019,-1.1179685786481
-0.1493,-0.0929,0.6078,26.9263,-0.0219,1.7452,0.3041,1,1,0.53,-0.181954565947789,-0.400780811609519,0.00333609213708844,-1.13048665926752,-0.0789956920547204,0.0199555492214727,-0.0262726733843089,0.0966608829342408
-0.4424,-0.2599,0.7017,26.6213,-0.2629,1.0725,-0.0679,3,2,0.54,-0.378778894762942,-0.912549908624162,0.0078821224177817,-1.28847135637321,-0.152594363020859,-0.274974993182203,-0.103846902638201,0.15423926166721
0.1957,0.0710,1.7568,29.6133,-0.0041,1.0836,0.2763,4,2,0.66,0.0497401619395081,0.101003443366297,0.0589539237886368,0.261327443276806,-0.0735783217259402,-0.270095579237807,-0.0320783050204107,0.768408531969675
-0.5298,-0.2157,1.4558,25.3512,-0.0394,1.2981,-0.1383,2,2,0.34,-0.437505160072424,-0.77714197410374,0.0443849399394467,-1.94639215268719,-0.0843550409425496,-0.176049588280771,-0.118517104489844,-0.898622388643818
-0.1223,-0.0624,0.9608,25.5352,-0.3150,0.9062,-0.6719,1,1,0.48,-0.163827600020263,-0.30742560138146,0.0204247317855553,-1.85105745267964,-0.168519721681845,-0.34787247302714,-0.229796137702507,-0.158659336168245
-0.6271,-0.5032,0.2462,24.6067,-0.4607,1.5093,-0.4499,1,1,0.61,-0.502853577439907,-1.65761514615952,-0.0141688595166384,-2.33201466893071,-0.213016059371053,-0.0834722439287416,-0.183494621392136,0.510067477455637
-0.1053,-0.0754,0.3965,24.6584,0.0974,2.2659,-0.1256,1,1,0.32,-0.152436961186218,-0.347426226236396,-0.00689453335031133,-2.30520388885795,-0.0425612808976314,0.248227071836703,-0.115885355473856,-0.986360833790769
0.0269,0.0151,0.7883,28.7376,0.1579,0.8421,0.0534,2,1,0.36,-0.06359535122352,-0.0702396604345807,0.0120733193265499,-0.192290650635775,-0.0241013013951083,-0.375956503330644,-0.0785590810866012,-0.810883943496867
0.0675,0.0229,1.9501,31.4703,0.0723,4.7612,0.0243,1,1,0.31,-0.036334382457373,-0.0462882908813189,0.068314166734807,1.22322633630054,-0.050241487423495,1.3421774559719,-0.084619636098564,-1.07409943321153
0.2582,0.1299,0.9875,28.3760,0.3299,1.1594,0.3508,4,2,0.58,0.0917364264614883,0.281526937160319,0.0217162671693153,-0.379562084706566,0.0284111564254685,-0.236855941747771,-0.0165372420888887,0.372349718478777
-0.0687,-0.0250,1.7423,28.3023,0.1434,0.9276,0.2700,4,2,0.30,-0.127808734414733,-0.193089971531938,0.0582549068867817,-0.417732223492527,-0.0285170384274736,-0.338464366715663,-0.0333845613489122,-1.1179685786481
0.0018,0.0006,1.7950,27.7215,0.0261,1.0807,1.5528,3,1,0.34,-0.0804932564749676,-0.114436369213809,0.0608060281283165,-0.718612784173781,-0.0643437513346036,-0.271353792896425,0.234113813026009,-0.898622388643818
1.1192,0.4270,1.6208,30.1016,0.0307,4.5717,5.4911,3,1,0.64,0.669972535574618,1.19155646678502,0.0523737736868943,0.514263533256085,-0.0629542905118331,1.2591031060925,1.05536261585261,0.63442944442755
1.2466,0.6164,1.0226,30.5081,0.5015,2.8404,0.1212,4,3,0.92,0.755550082758221,1.77138175708272,0.0234134647163402,0.724797566497422,0.0808258939244439,0.500106540624953,-0.0644054176593512,2.12835497170574
0.0945,0.0623,0.5174,32.1304,0.1506,0.9954,0.1209,1,1,0.31,-0.0181939841727307,0.0744486640789854,-0.00104050883913855,1.5651570190986,-0.0263366537517414,-0.308740713038211,-0.0644809585146246,-1.02818970813201
0.0481,0.0314,0.5307,32.1147,-0.0156,0.7378,-0.0170,4,2,0.39,-0.049417498287985,-0.020254193540817,-0.000395225230985632,1.55702469206726,-0.077074876983242,-0.42169059701253,-0.0932234928204508,-0.635407053202964
-0.0300,-0.0194,0.5456,30.3298,-0.8322,0.6708,0.0051,1,1,0.84,-0.101857420467358,-0.175907467287206,0.000322670936224261,0.632477525300219,-0.326447976429981,-0.451054761073234,-0.0886249732698479,1.71116712617892
-0.0130,-0.0087,0.4962,30.3097,-0.0200,0.6958,0.1129,3,1,0.80,-0.090399619847736,-0.142951362889112,-0.00206773450793113,0.622034995812839,-0.0784124238851617,-0.440081559722989,-0.0661499878249453,1.48786412157705
0.0822,0.0579,0.4187,30.3552,0.0466,0.9148,0.1046,3,1,0.47,-0.0264884646916249,0.0610640752109862,-0.00582131972744934,0.645623924029865,-0.0580896507521111,-0.344084679992137,-0.0678771050891122,-0.220404033328484
0.0724,0.0492,0.4715,30.5575,0.2242,0.6514,0.1552,3,1,0.38,-0.0330367387854887,0.0343867825244248,-0.00326487356491702,0.750411806733083,-0.00384571098315868,-0.459568527362557,-0.0573287959952106,-0.679276198639537
0.1250,0.0880,0.4207,27.6523,0.2342,1.5830,0.1562,4,2,0.81,0.00224334717868235,0.153041009697489,-0.00572450298204005,-0.754452001199167,-0.000791950933113504,-0.0511664026383072,-0.057116540281026,1.52927676518746
0.1162,0.0784,0.4813,27.7765,0.1323,1.2379,0.1480,1,1,0.12,-0.00364674141651621,0.123852192326314,-0.00278805109377626,-0.690087481650468,-0.0319158733631739,-0.202428234914581,-0.0588206747562039,-2.03922259980715
-0.2455,-0.0430,4.7080,31.7494,0.2054,0.9524,-0.0858,3,1,0.62,-0.246557487495355,-0.24812911614474,0.201816713314586,1.36777456441304,-0.0095928873973437,-0.327591997818896,-0.107580176818747,0.575557634098112
0.0090,0.0015,5.1831,31.7572,0.0078,1.5738,-2.4296,1,1,0.75,-0.0756710402704607,-0.111955472879009,0.224817467521472,1.37180964897191,-0.0699260247060862,-0.0551821646985647,-0.596329247871156,1.209719864123
1.2746,-0.2295,-6.5532,32.6562,1.4572,1.4217,-0.3383,3,1,0.62,0.77437553125576,-0.81940909684479,-0.343316748884605,1.83748119829973,0.372664580627111,-0.121858720565876,-0.160232190588423,0.575557634098112
-2.4342,0.5993,-5.0616,25.3091,-0.9990,1.9151,0.0688,4,2,0.36,-1.71651405608591,1.71916042065265,-0.271112756493264,-1.9681836812355,-0.377399962864985,0.0944642878327927,-0.0753362177007684,-0.767014643786488
0.0115,0.0043,1.6477,30.5460,0.0375,0.7479,0.0766,4,2,0.66,-0.0739852794524506,-0.10313450813305,0.0536764429963763,0.744470546156682,-0.060856357357452,-0.417245201020061,-0.0737067233872237,0.781968273947253
-0.0264,-0.0100,1.6317,30.5763,0.0307,0.7226,0.0616,4,2,0.65,-0.0993992991152002,-0.14708619011378,0.052901909033102,0.76014470004002,-0.0629329141914828,-0.428332386882934,-0.0768473277591052,0.722632099459255
0.0753,-7.5921,-1.0099,22.9374,-0.3181,1.1546,-0.0005,4,2,0.32,-0.0311360602536287,-23.3698685580393,-0.0749755846383977,-3.19668304558162,-0.169466387297359,-0.238953563661495,-0.089790902165746,-0.986360833790769
0.2673,0.0982,1.7221,27.5480,0.4859,1.6839,0.1055,1,1,0.36,0.0978548651276523,0.184404439905341,0.057278510009329,-0.80845686847864,0.0760620282463734,-0.00692287566001101,-0.0676893716696705,-0.810883943496867
0.0408,0.0157,1.5984,29.9787,0.4322,1.2089,-0.2292,4,2,0.69,-0.0543203086351857,-0.0683713310960271,0.0512860375522209,0.450608649887828,0.0596694442977309,-0.215163812190834,-0.137472699892863,0.926665688492748
-0.0113,-0.0040,1.8513,29.9838,0.0051,1.1111,80.0374,3,1,0.67,-0.0892578694929085,-0.12849478177768,0.0635328717627692,0.453229641911942,-0.0707658087198486,-0.258013220899303,16.600501417279,0.830837896284628
1.5361,-0.6312,-3.4336,29.6253,-0.3013,1.9989,80.0425,4,2,0.70,0.949949871114005,-2.04962739540785,-0.192300537144012,0.267527695159939,-0.164323855373083,0.131186897466947,16.6015498200789,0.945556824686781
-0.0110,0.0093,-2.1802,29.4467,0.0837,2.1506,-0.0115,4,3,0.34,-0.0890496679576164,-0.0879428466261221,-0.131625482796009,0.175047079352561,-0.0467540934463434,0.197670556466735,-0.092083157791336,-0.898622388643818
0.0434,0.0399,0.0883,26.7172,0.1111,1.1005,0.0508,4,2,0.37,-0.0525270889602506,0.00581053214949734,-0.0218110893155208,-1.23882272287295,-0.0383837371491696,-0.262673433857877,-0.0790877617130124,-0.723145498349916
0.1557,0.0712,1.1863,29.6226,0.0829,3.1863,0.2004,4,3,0.65,0.0228620153511562,0.101677267062169,0.0313408198304529,0.266165400886536,-0.0470106092905472,0.651749782616557,-0.0478894512410639,0.724539232259296
-0.3293,-0.2903,0.1344,32.5671,-0.1026,0.7742,-1.2914,3,1,0.31,-0.302825631452679,-1.00541506525522,-0.0195818837524719,1.79131858778806,-0.103654804458835,-0.40574269680296,-0.358975882578898,-1.03023013350115
0.0018,0.0015,0.2176,24.8361,-0.0335,1.9569,-0.2534,3,2,0.31,-0.080479824117852,-0.111863587829572,-0.0155528548922642,-2.21319981705496,-0.0825380537127728,0.112782782697339,-0.142537774048389,-1.07409943321153
-0.3375,-0.1260,1.6781,28.2387,1.2543,1.2038,-0.2411,3,1,0.54,-0.308346330227198,-0.502344419587289,0.0551475734428705,-0.450686277360934,0.310703789211694,-0.217382126167352,-0.139963126192098,0.158021129767858
0.0900,0.0414,1.1734,28.2976,0.0606,0.9704,0.1649,4,2,0.42,-0.0212498454165338,0.010435412971163,0.0307153836551089,-0.420192640906469,-0.0537991178817976,-0.319718298408173,-0.0552953939506093,-0.459930008635255
0.0044,0.0039,0.1084,29.6837,0.0304,0.2491,-0.0342,3,1,0.36,-0.0787537662284951,-0.104329013775732,-0.0208390491916115,0.297772699959943,-0.0630245269929841,-0.635955176633739,-0.0968077799623773,-0.810883943496867
0.0658,0.0371,0.7747,28.3466,0.0054,0.6741,0.2763,3,1,0.22,-0.0375097137049895,-0.00285729084739919,0.0114139972903126,-0.394790773542327,-0.0706741959183473,-0.449599266527376,-0.0320783960384144,-1.51279173608319
0.2155,0.1777,0.2123,27.2055,0.2157,1.0513,0.3569,4,2,0.41,0.0630113307697388,0.427930449263377,-0.0158123237699611,-0.985860733762995,-0.00645972958599735,-0.284269114981052,-0.0152613809420007,-0.547668608056013
-0.0692,-0.0645,0.0720,26.5940,-0.2370,0.2994,0.3306,1,1,0.60,-0.128131110985507,-0.313980068241304,-0.0226020821255147,-1.30260710189457,-0.144679016971142,-0.613881637361472,-0.0207482370790228,0.429284466889648
0.2963,0.1713,0.7295,29.6574,0.1937,2.5313,0.3269,2,1,0.41,0.117331782945299,0.408358933733282,0.00922787517897084,0.284144577399777,-0.0131718941759966,0.364592107170126,-0.0215256982771344,-0.518723910692243
0.0808,0.0499,0.6202,29.6581,0.0007,3.4365,0.1196,4,2,0.78,-0.0273951487969291,0.0364082536120402,0.00393635595862605,0.284507165229199,-0.0721033556217684,0.761416035823263,-0.0647508453157198,1.38257780227214
0.0630,0.0086,6.3663,29.5641,0.1016,1.7723,0.1583,4,2,0.75,-0.0393700951655027,-0.0902093445122363,0.282092801854427,0.235827159216109,-0.0413061855170628,0.0318581627516029,-0.0566863747065218,1.25097021168862
-0.2032,-0.0577,2.5193,28.7911,0.0144,1.5706,-0.0223,4,2,0.52,-0.218168200731496,-0.293244675418339,0.0958686965620183,-0.16453714220652,-0.0679258118733066,-0.0565982030669743,-0.0943300138400125,0.060132548048094
0.1414,0.0491,1.8818,28.9166,0.1337,1.3716,0.3503,3,1,0.43,0.0132914609062783,0.0338967289274271,0.0650069067116256,-0.0995355040432625,-0.0314852931961176,-0.143840195424098,-0.0166396359417015,-0.416060863198683
0.2445,0.1344,0.8187,31.6030,0.0688,2.1143,0.3432,2,1,0.56,0.0825151133016164,0.295340322925691,0.0135444497730441,1.29196780893299,-0.0513133572010609,0.181757694351063,-0.0181129335402098,0.269847732839548
0.2245,0.1154,0.9449,31.6345,0.0320,1.7834,0.3488,1,1,0.58,0.0690760400074404,0.237115829932404,0.0196516500734622,1.30825836212634,-0.0625573017053272,0.0367090240578277,-0.0169484482467027,0.329716151961112
0.0001,0.0001,0.2134,27.4223,-0.1795,1.4041,0.0463,1,1,0.19,-0.0815947097584483,-0.116059671753864,-0.0157566541413508,-0.873582822469127,-0.127122950443432,-0.129587747325957,-0.0800256562775722,-1.68826870351399
0.0009,0.0006,0.5066,25.9349,0.0096,0.9171,0.0431,1,1,0.29,-0.0811178610808438,-0.114650767662496,-0.00156235109689463,-1.64403016173144,-0.0693855091772282,-0.343080739477073,-0.0807040952038758,-1.16183787835848
-0.0342,-0.0239,0.4347,27.5830,0.0297,0.6281,-0.0060,3,1,0.10,-0.104684931640196,-0.18947582625408,-0.0050424290106316,-0.790327477007495,-0.0632382901964873,-0.469774525262426,-0.0909392918776229,-2.12696108352255
0.1475,0.0660,1.2345,28.9789,0.1067,0.7942,0.2629,3,2,0.37,0.0173950460050996,0.0858117818593692,0.0336726511436357,-0.0673014460075672,-0.0397426603714397,-0.396977877870966,-0.0348575924644253,-0.723145498349916
0.1511,0.1124,0.3442,30.1552,0.7742,2.4928,0.6175,1,1,0.42,0.0197591408574484,0.227804811589448,-0.00942629124276429,0.541996322380801,0.164101930489176,0.347722399301272,0.039083654701874,-0.470501004153102
0.3827,0.2970,0.2888,30.6326,0.6119,1.3127,1.3446,4,2,0.58,0.175359565684769,0.793173520775714,-0.0121090832580557,0.789296761525621,0.114551619917143,-0.16966207155392,0.190692705895497,0.329716151961112
0.5170,0.2161,1.3925,28.6735,3.0254,1.6499,-15.5588,3,1,0.23,0.265551127537587,0.545482055843197,0.0413197217797885,-0.225488156332509,0.851567446715395,-0.0218285426959015,-3.33416095869159,-1.46892251350971
0.0071,0.0044,0.6010,29.8751,-0.0121,1.2025,0.3959,3,1,0.43,-0.0769538303750022,-0.102920109684364,0.00300594703524276,0.396945651133239,-0.0760030072056761,-0.217947664710772,-0.00711949667642347,-0.416060863198683
0.1444,0.0669,1.1575,32.4023,0.1398,1.3958,0.3997,4,2,0.68,0.015272733580832,0.0885377049926688,0.029945206445378,1.70596541274191,-0.0296347146057902,-0.133204563592019,-0.00633198983949971,0.870155810145888
0.0996,0.0496,1.0063,32.3786,-0.0234,1.5130,0.3784,4,2,0.67,-0.0148224625367105,0.035611916516919,0.0226239241575274,1.69370994410742,-0.0794598635823272,-0.0818589246730922,-0.010781539495942,0.812277831680054
0.0098,0.0075,0.3061,25.1199,-0.0391,1.3992,0.0393,3,1,0.17,-0.0751135974501626,-0.0934253212425336,-0.0112682298241761,-2.06616009257171,-0.084242051820698,-0.131740301006728,-0.0814993773220769,-1.77600714866094
-0.0021,-0.0008,1.4455,28.0644,0.0299,0.8222,0.0616,3,1,0.37,-0.0830655528626085,-0.118969364986038,0.0438853655331347,-0.540965467061102,-0.0631863762756365,-0.38467631854664,-0.0768383364885531,-0.723145498349916
