ROE,ROA,Leverage,Size,Growth,Y,Z1,Z21,Z22,X,ROE Norm,ROA Norm,Leverage Norm,Size Norm,Growt Norm,Y Norm,Z1 Norm,X Norm
0.1519,0.1252,0.2131,30.6399,0.1168,3.9229,0.1991,3,1,0.65,0.0203300160348622,0.267131612748512,-0.0157740811555245,0.793088394256158,-0.0366644702409942,0.974676674929408,-0.0481657825533733,0.696153468897674
0.1532,0.1241,0.2346,30.7474,0.1135,3.2646,0.2028,4,2,0.85,0.0211964030688196,0.263609352520091,-0.0147289443888312,0.84876634537711,-0.0376630497773589,0.686067888956837,-0.0474062560817428,1.72204219537003
0.1520,0.1259,0.2069,30.8762,0.1375,3.1209,0.2101,4,2,0.64,0.0203837454633247,0.269275597235377,-0.0160698563127498,0.915492865643193,-0.0303309718972005,0.623087061710483,-0.0458666989425468,0.670511002369115
0.1561,0.1267,0.2328,30.9358,0.0614,3.7852,0.2280,4,2,0.68,0.0231709595648154,0.271511466771679,-0.0148184998783348,0.946338730274811,-0.0535823009182444,0.914286803335469,-0.0421410082765954,0.856147131390433
0.2593,0.2057,0.2607,26.1757,0.2324,2.1783,0.4389,4,2,0.44,0.0924752061028472,0.513628572038347,-0.0134679062798751,-1.51929994840996,-0.00134162774212164,0.209836211179852,0.00184028567535184,-0.372191563488304
-0.0152,-0.0062,1.4525,29.1994,-0.1393,1.0339,0.0759,4,2,0.27,-0.0918704629518962,-0.135324903785836,0.0442242241420672,0.046929259739049,-0.114840727522151,-0.291857853110207,-0.0738498174340688,-1.24957632350543
0.1138,0.0228,3.9978,28.6974,0.7470,1.0753,0.5472,3,1,0.43,-0.00526534044894819,-0.0466558310790672,0.167439023354655,-0.213077292913975,0.155798756913103,-0.273734315602451,0.024423308147359,-0.402709390860327
-2.8354,-0.0668,41.4795,27.7243,0.0293,1.0899,0.9167,3,1,0.36,-1.98598057218233,-0.320840818599271,1.98186906289327,-0.71716243285609,-0.0633787631587894,-0.267307342698152,0.101483212435678,-0.767014643786488
0.0709,0.0269,1.6318,26.2746,0.8508,2.2983,-0.0587,1,1,0.16,-0.0340710302833913,-0.0338838092073151,0.0529038453680102,-1.46804038898183,0.187490678712472,0.262431295717963,-0.101930545221148,-1.81987637123442
-0.2036,-0.0468,3.3526,31.5977,-0.0526,0.9201,0.0770,4,2,0.50,-0.218416699338135,-0.259645375674186,0.136206425369345,1.28922250108164,-0.0883798966885092,-0.341769917581858,-0.0736364924912126,-0.0404564423864343
0.0504,0.0065,6.7695,31.5264,0.0763,1.0397,0.1550,4,2,0.50,-0.0478123316126687,-0.0965187845735815,0.301612509980121,1.25228516091572,-0.0490169296434269,-0.289341425792971,-0.0573616288435071,-0.0651069283370716
0.1190,0.0165,6.2279,31.6178,0.0957,1.0096,0.0678,4,2,0.50,-0.00175949524177185,-0.0659823198106634,0.275394535323285,1.29961841213381,-0.0430956889063893,-0.302537325139451,-0.0755449105455258,-0.0651069283370716
0.0527,0.0292,0.8072,26.3200,0.0271,0.7104,0.1298,3,2,0.43,-0.0462743267229304,-0.0270230588493475,0.0129863012357595,-1.44454987746136,-0.064029214049449,-0.433680890936989,-0.0626202334109403,-0.416060863198683
-0.0775,-0.0686,0.1299,24.9170,-0.0244,1.5953,-0.0681,1,1,0.21,-0.13373240390272,-0.326445806614932,-0.0197977850947346,-2.17128466397367,-0.0797652395873318,-0.0457565223082222,-0.103886704544287,-1.55666095865666
0.0054,0.0041,0.3227,27.2979,0.0441,4.0821,-0.0349,1,1,0.58,-0.0780619998370407,-0.103900216878359,-0.0104665871721871,-0.938004320105306,-0.0588378219643722,1.04444834871652,-0.0969537423273904,0.329716151961112
-0.0244,-0.0152,0.6042,27.3610,0.0101,0.6986,-0.0328,4,3,0.83,-0.0980627795821961,-0.16295167531658,0.00316230607907877,-0.905329976848169,-0.069232821174726,-0.438880338320684,-0.096517771791056,1.64714318779657
-0.0169,-0.0108,0.5693,27.3223,-0.0380,0.5529,0.0008,3,1,0.49,-0.0930525103780706,-0.149413944699519,0.00147285387168664,-0.925396623293659,-0.0839214070154432,-0.502733585490609,-0.0895205662981302,-0.1105154178182
-0.0754,-0.0194,2.8820,28.2986,-0.0214,0.8587,0.0036,3,1,0.46,-0.132348871119811,-0.175907467287206,0.113425929258266,-0.419659118814604,-0.0788643803725684,-0.368670262561924,-0.0889402087080165,-0.295746115275167
-0.2054,-0.0448,3.5885,28.3750,0.0793,0.9129,-0.0077,3,2,0.26,-0.219652476192772,-0.253519705711715,0.147625476406644,-0.38011632610297,-0.0480916403482632,-0.344908875698828,-0.0912872160623946,-1.29344562321581
0.0753,0.0403,0.8694,25.1629,0.4272,1.3446,0.1951,1,1,0.34,-0.0310890470037241,0.00703566614199156,0.0159973020179885,-2.04388684019287,0.0581272954724581,-0.155650744540183,-0.0490051913730276,-0.898622388643818
0.0485,0.0207,1.3439,30.0859,0.1947,1.2176,0.2382,3,1,0.52,-0.0491488511456727,-0.0530877845396618,0.0389704634524321,0.506115666746339,-0.0128543031307919,-0.211354099057249,-0.0400046732816831,0.0226316710836865
0.0049,0.0034,0.4416,27.2520,-0.0117,0.9485,0.0757,3,1,0.43,-0.0784179573006046,-0.106044201365224,-0.00470986349015068,-0.961810801019987,-0.0758808568036743,-0.329332453646322,-0.0739048416179318,-0.410211571812697
-0.0425,-0.0358,0.1867,25.6091,-0.0898,0.6033,-0.0511,3,1,0.49,-0.11025264366462,-0.226168589329281,-0.0170486736088378,-1.81278889719712,-0.0997368303146272,-0.480664430238059,-0.100332522876176,-0.13767563005836
0.0875,0.0791,0.1072,26.5447,0.0854,0.5881,0.2217,1,1,0.55,-0.0229087415203126,0.125720521664868,-0.020896171071403,-1.32817472369502,-0.0462257929576856,-0.487336908246478,-0.0434524961828412,0.198108561377589
0.0348,0.0344,0.0127,27.7493,0.1555,0.2975,-0.0045,3,1,0.58,-0.0583164348770821,-0.0111575736465475,-0.025470762291992,-0.704202507867289,-0.0248311500470691,-0.614710217087879,-0.0906262815000651,0.329716151961112
2.3842,0.2406,8.9114,29.3803,-0.0173,2.8523,-7.7634,1,1,0.51,1.51957583931602,0.620368371134405,0.40529695122502,0.14061677503579,-0.0775879086716496,0.5052928359495,-1.70858714271987,-0.0212376286266925
-0.1248,-0.0948,0.3163,26.1381,-0.0611,0.5331,0.0425,1,1,0.31,-0.165533509373946,-0.406875853222177,-0.0107754325900428,-1.53879163415451,-0.0909847540111977,-0.511413944529157,-0.0808280006955719,-1.07409943321153
0.0398,0.0330,0.2047,29.9373,0.0187,1.0196,0.0938,4,2,0.64,-0.0549784941338509,-0.0152924008712154,-0.0161807114862435,0.429169349516665,-0.0665943724914869,-0.298157689442729,-0.0701256973850836,0.645402631759804
0.0749,0.0637,0.1762,30.0219,0.0682,1.0087,0.1259,3,1,0.64,-0.0313912750388255,0.0786141196534658,-0.0175569615222365,0.472959599658682,-0.0514874215239134,-0.302918734854781,-0.0634355475472115,0.681513810272281
0.0974,0.0836,0.1650,30.1035,0.0850,0.8239,0.1810,3,1,0.66,-0.0163000218194285,0.139564535780053,-0.0180991352965286,0.515216621264853,-0.0463601583998876,-0.383957339313144,-0.0519490358147104,0.749723505581567
0.0947,0.0834,0.1355,30.1501,0.0477,0.6770,0.2031,3,1,0.61,-0.0181066738514791,0.138982597133618,-0.0195300867936779,0.539375330356687,-0.0577384683463559,-0.448332284829326,-0.0473334059856661,0.505193042255014
0.0527,0.0214,1.4628,29.3402,-0.0578,0.7323,0.2527,3,1,0.57,-0.0463011914371616,-0.0508519150033599,0.0447228303809251,0.119856031888262,-0.0899678519145327,-0.424088655797421,-0.037001331566208,0.311827795511478
0.1152,0.0500,1.3039,29.4598,0.1270,0.7451,0.2782,4,2,0.70,-0.00429149455806588,0.0368064221596009,0.0370326762930651,0.181796392805962,-0.0335282586695978,-0.418481494580097,-0.0316749749918146,0.980161982296976
0.1140,0.0559,1.0404,29.4384,-0.0212,0.8657,0.2442,4,2,0.75,-0.00510415216356077,0.0547852634994534,0.0242775541691181,0.170706385051756,-0.0787849826112673,-0.365605832780133,-0.0387651072366155,1.25097021168862
0.0096,0.0075,0.2814,25.8866,0.0579,0.7439,0.0371,3,1,0.19,-0.0752210563070875,-0.0933946928927213,-0.0124677892997972,-1.66906426144002,-0.0546419556556101,-0.419020729005219,-0.0819581886640351,-1.68826870351399
0.0126,0.0046,1.7695,29.3797,0.0571,0.8298,0.0594,1,1,0.48,-0.0732062027397448,-0.102430056087366,0.0595687101219858,0.140326704772252,-0.0548893102196638,-0.38135323160158,-0.077294152291327,-0.152845373484023
0.2616,0.1578,0.6574,29.6371,0.3976,1.8728,0.0442,3,1,0.58,0.0940132109925855,0.367041289836415,0.00573666333951181,0.273665789129454,0.0491095420446747,0.0758956408032264,-0.0804748906140596,0.373585451671491
-0.0098,-0.0044,1.2088,28.4381,-0.0821,2.1067,0.1429,1,1,0.54,-0.0882571588877949,-0.129964942568673,0.0324280718813992,-0.347400544236754,-0.0973915425961925,0.178424709911571,-0.0598806261856104,0.155172618198536
0.1245,0.0568,1.1934,28.5779,0.1500,2.1401,0.2466,1,1,0.36,0.00192097060790752,0.0574499299331283,0.0316816147742936,-0.274996934527137,-0.0265046105544939,0.193076103803908,-0.0382685775103103,-0.810883943496867
0.0691,0.0292,1.3652,30.4514,-0.0491,1.2795,0.3722,1,1,0.55,-0.0352933747809126,-0.0269311737999104,0.0399981732049517,0.695443491792572,-0.0873232957111936,-0.184225785051928,-0.0120740365429587,0.215550449430255
0.2576,0.1195,1.1555,30.6740,0.2494,1.6801,0.6012,3,1,0.45,0.0912931586766728,0.249581568306033,0.0298493578674228,0.810761961027456,0.00383144178265489,-0.00860195521140691,0.0356736033514448,-0.328322418051732
0.2881,0.2418,0.1915,27.6364,-0.0678,2.6742,0.3744,3,1,0.37,0.111804367992222,0.62419691486095,-0.0168172815873096,-0.762682744927068,-0.0930124506844277,0.427248516957464,-0.0116151711036256,-0.723145498349916
0.1629,0.1143,0.4252,29.6136,-0.0516,2.9794,0.3032,3,1,0.33,0.0277110962698944,0.23368545475342,-0.00550666530486915,0.261456938930172,-0.0880745206835047,0.561048798703163,-0.0264631640465987,-0.942491688354197
0.1987,0.1509,0.3166,28.5737,-0.0410,1.5267,0.7208,4,2,0.60,0.0517751640425243,0.34590772846589,-0.0107638145805936,-0.277193180808213,-0.0848222662302066,-0.0758528176615716,0.0606152078718618,0.474119212083174
0.5029,0.3902,0.2887,28.9339,0.4336,1.4247,0.7219,2,1,0.38,0.256047734878287,1.07875225442611,-0.012111503676691,-0.0906106636133257,0.0601030782248373,-0.120543514650945,0.0608595962166331,-0.676883411895592
0.7168,0.5852,0.2249,29.1954,0.2989,2.1415,-0.0791,3,2,0.47,0.399726942765497,1.67597444741723,-0.0152009260227014,0.0448625091113376,0.0189658765906788,0.193681098524776,-0.106185791502839,-0.240583818630974
-0.0955,-0.0769,0.2427,28.6421,-0.0936,0.4958,0.0729,1,1,0.84,-0.145834957663892,-0.351806080259562,-0.0143397410722858,-0.241752810395192,-0.100900312893694,-0.527770722091189,-0.0744794145618486,1.71116712617892
0.0718,0.0684,0.0505,28.5611,-0.0778,0.8006,0.0427,1,1,0.53,-0.0334665742131885,0.092948187365648,-0.0236452825572998,-0.283688682781018,-0.0960662107344729,-0.394158953193297,-0.0807740153568972,0.0711186943801221
0.1375,0.1213,0.1337,28.8307,0.3095,0.7480,0.1791,3,2,0.57,0.0106452865545015,0.25500278622282,-0.019614801445911,-0.144030210539588,0.0221875934434764,-0.41721012886233,-0.0523387750179965,0.28689992525616
-0.1048,-0.0588,0.7829,27.3049,0.0099,0.6274,-0.0588,3,1,0.44,-0.152081003722655,-0.296460652148637,0.0118104618627637,-0.934393981289481,-0.069303057655877,-0.470085790662293,-0.101941105297133,-0.372191563488304
0.0314,0.0213,0.4767,28.2788,-0.1046,3.9669,1.0253,3,2,0.42,-0.0605999355867371,-0.0512500835509205,-0.00301315002685286,-0.429899635082734,-0.104244180148494,0.993944441583155,0.124117383257281,-0.503799308345634
0.6828,0.4768,0.4320,29.7384,3.3042,1.9008,0.8750,4,2,0.37,0.37687850331183,1.3439631354513,-0.00517458386811528,0.326137427873083,0.936691008110405,0.0881708960092538,0.0927696801198443,-0.759524804738664
0.6323,0.4877,0.2963,30.0783,0.4047,2.3746,0.9710,3,2,0.42,0.342961801594894,1.37747055014601,-0.0117421477929545,0.502168639231764,0.0512777116802068,0.295890134193821,0.112789999688171,-0.459930008635255
0.0105,0.0040,1.6427,29.6831,0.4251,0.8836,0.2620,4,2,0.45,-0.0746098840583269,-0.10417587202667,0.053433917049126,0.297503349000944,0.0575073821822989,-0.357784741606007,-0.0350413293289528,-0.328322418051732
0.1243,0.0658,0.8899,30.0961,1.3415,1.7328,0.0000,4,2,0.34,0.00180679557242476,0.0851073298136851,0.0169891895747067,0.511430168360451,0.337335630608138,0.0145237487928055,-0.089686384590486,-0.894363351658643
0.1321,0.0728,0.8145,30.2130,0.1240,2.3999,0.1757,3,1,0.50,0.00703198249040022,0.106577803032146,0.0133421027751387,0.571966796395672,-0.0344596554848616,0.306972936036977,-0.0530515754104472,-0.0651069283370716
0.0513,0.0311,0.6493,30.2046,-0.0084,4.8620,0.1387,4,2,0.34,-0.0472616049709283,-0.021203672385,0.005342619185696,0.567589843311924,-0.0748853310273596,1.38637558248042,-0.0607544909865786,-0.894363351658643
0.0428,0.0261,0.6405,30.5349,0.3914,5.5313,0.1884,3,1,0.63,-0.0529166273166036,-0.0364259622417405,0.00491614142216807,0.73868468036432,0.0472070495334965,1.67978487004249,-0.0504086426727118,0.581964316748178
0.0320,0.0167,0.9146,31.7416,2.3426,2.1066,0.1237,4,2,0.71,-0.060183532516153,-0.0651553543657298,0.0181848763805114,1.36376537898485,0.643065871778461,0.178394021773556,-0.0638919544245341,1.03162402168434
0.0409,0.0367,0.1124,27.6759,0.0614,0.5486,0.1782,3,1,0.36,-0.0542464306710498,-0.00389865474101927,-0.0206449316170659,-0.742196532564673,-0.0535578708378441,-0.504636250047544,-0.0525161359090853,-0.810883943496867
-0.0370,-0.0098,2.7862,31.9807,0.1078,0.8966,0.1452,1,1,0.39,-0.106525164565036,-0.146320481368471,0.108785986734526,1.48760466221118,-0.0394036930058847,-0.352089899994354,-0.0593993462680418,-0.656714888581001
-0.0100,-0.0023,3.4288,32.0558,0.0780,1.0346,0.0749,2,1,0.72,-0.0883914824589511,-0.12328796230958,0.139895143369439,1.52651551613439,-0.0484916829148191,-0.291564123789206,-0.0740726612956425,1.06311994499166
-0.1461,-0.0301,3.8631,32.0526,-0.0032,0.9726,0.1933,3,1,0.68,-0.179825537344964,-0.208434774787928,0.160919383718794,1.52486315159745,-0.0732882145211859,-0.318771350149422,-0.0493758851417585,0.872677569792343
0.3155,0.0796,2.9667,32.3228,0.3445,0.9819,2.4239,3,2,0.36,0.13023356195485,0.127251939155486,0.11752611842635,1.66479615462401,0.0328940761789348,-0.314685443773702,0.41576079355346,-0.767014643786488
2.2446,0.9210,1.4371,27.8646,0.4913,2.1148,0.2107,4,3,0.99,1.42581127047045,2.70447443411612,0.0434811556210509,-0.644468752882934,0.0777049511532977,0.181993301960751,-0.0457585489375564,2.44815531683738
0.1317,0.0869,0.5169,27.5268,-0.2866,1.7578,0.1783,4,3,0.83,0.00679020006231909,0.149610634518505,-0.00106471302549088,-0.819422560405616,-0.159850096899766,0.0254662620050357,-0.0525072976319743,1.64035205481988
0.1174,0.0773,0.5178,27.5583,0.0320,1.9213,0.2742,3,1,0.69,-0.00286766470381035,0.120421817147331,-0.00102404999241897,-0.803106108081585,-0.062542032905077,0.0971800565265347,-0.0325173971109716,0.89625616133312
0.1925,0.1283,0.5003,27.6570,0.1036,1.9443,0.3065,4,3,1.00,0.0475775524438936,0.276534516140905,-0.00186926017984209,-0.75202784256817,-0.0406710034266534,0.107232613736328,-0.0257630877598281,2.52317805200393
0.2375,0.1733,0.3703,27.6680,0.0111,2.3210,0.6433,1,1,0.60,0.07781378831115,0.414423346996129,-0.00816186454771895,-0.746314494341691,-0.0689304989297715,0.27240494057286,0.0444642881234376,0.461324051092249
0.0336,0.0193,0.7426,29.3969,0.1515,1.1047,0.5326,3,1,0.47,-0.0591425248396926,-0.0574063818632039,0.00986154077767465,0.149236005723785,-0.0260496003070371,-0.260840913616406,0.0213789506203009,-0.237659250074884
0.0352,0.0110,2.2027,30.0428,0.6932,0.8799,0.4044,3,1,0.47,-0.0580679362704431,-0.082766655507834,0.0805411535125464,0.483785436280024,0.13936342032376,-0.359389292822224,-0.00535482123606213,-0.196714673194402
0.2187,0.0740,1.9569,26.5529,-0.0028,2.8218,0.1997,1,1,0.57,0.0651739402653534,0.110100063260567,0.0686433436691986,-1.32393244609077,-0.0731691178792342,0.491930343853796,-0.0480525032315473,0.304648201089191
0.1425,0.0586,1.4312,26.3042,0.2551,1.0266,0.0102,3,2,0.39,0.0140168081905216,0.063116174648414,0.0431965143895476,-1.45272882292792,0.00556903125113059,-0.295058187503207,-0.0875632177870912,-0.635407053202964
-0.0795,-0.0346,1.3002,27.9915,0.0543,2.5855,0.2047,3,1,0.72,-0.135109220507071,-0.222309417252925,0.0368525971466038,-0.578757478539236,-0.0557382555135763,0.388327189914924,-0.0469955658617097,1.05017020164629
0.1265,0.0493,1.5644,28.2300,0.2694,2.2699,0.2073,4,2,0.66,0.00326420631946932,0.0346930660225483,0.0496420892151712,-0.455213445402585,0.00993896188274523,0.249989447762711,-0.0464548587390623,0.781968273947253
-0.0539,-0.0136,2.9693,28.5717,0.4074,1.9206,0.1047,3,2,0.63,-0.117895654863406,-0.157989882646979,0.117650527944201,-0.278213606556732,0.0520777968133186,0.0968337189689361,-0.067858132256905,0.616020568153669
0.0637,0.0399,0.5969,27.8101,0.1251,0.6422,0.1350,3,1,0.36,-0.0389066788450138,0.00577990379968499,0.00280747270715371,-0.672703985142709,-0.0341237418793566,-0.46361497756083,-0.0615378243917771,-0.810883943496867
0.2009,0.0578,2.4756,29.5633,0.0885,1.9520,0.2198,4,3,0.40,0.0532325747895688,0.0606352783136132,0.0937542188422793,0.235423132777608,-0.045306611182622,0.110630229016568,-0.0438599376816952,-0.591537753492585
0.1674,0.1449,0.1550,29.4830,0.1428,0.6238,0.3251,4,2,0.91,0.0307266604423506,0.327469461878852,-0.0185837031073021,0.193823949090534,-0.0287124790706765,-0.471681573839076,-0.0218954092626599,2.06189967812773
0.2298,0.1984,0.1579,29.5569,0.0767,4.8291,0.3248,4,2,0.91,0.072642330821637,0.491392390074577,-0.0184418665752775,0.232097684399187,-0.0488978330014751,1.37196530967249,-0.0219658068097039,2.06189967812773
0.1784,0.1581,0.1282,29.5652,0.0083,0.6683,0.2552,4,2,0.75,0.038134605391614,0.367929511980973,-0.0198805634120595,0.23639176026478,-0.069773336703584,-0.452164794865436,-0.0364752209740257,1.25097021168862
-0.0351,-0.0326,0.0753,25.3980,-0.0376,4.9674,-0.0323,3,2,0.44,-0.10525580681761,-0.216336889039515,-0.0224413663281353,-1.92214020672493,-0.0838114716536416,1.43258315029168,-0.0964167724558182,-0.372191563488304
-0.1815,-0.1170,0.5509,26.3139,-0.1114,1.0945,-0.0272,3,1,0.19,-0.203580660903934,-0.474840161455794,0.000578751227831836,-1.44770439157734,-0.106348220822975,-0.265295077648307,-0.0953593312028836,-1.68826870351399
0.0390,0.0323,0.2057,26.8867,2.0204,1.4377,0.0684,1,1,0.48,-0.0555292207755913,-0.0174670137078926,-0.0161313349460847,-1.15102984971739,0.544649292885605,-0.114844289019575,-0.0754279827356171,-0.152845373484023
0.1091,0.0860,0.2685,29.7298,0.0202,4.7457,1.4094,4,2,0.15,-0.00842866054967627,0.146976596434643,-0.0130898368890519,0.321656878266642,-0.0661424160040802,1.33539820121767,0.204218315674362,-1.8637456709448
1.0489,0.4238,1.4749,28.6921,0.1512,1.2263,0.3254,1,1,0.43,0.622744367956105,1.18166350979563,0.0453085716906513,-0.215838140243725,-0.0261564819087887,-0.207526849844798,-0.0218340841128876,-0.442041652185621
0.1993,0.0982,1.0283,28.6983,0.0062,0.7537,0.9231,3,2,0.63,0.0521378376846459,0.184496324954778,0.0236922969431189,-0.212631827866399,-0.0704237875942436,-0.414735788134372,0.102806463257479,0.605929826996487
0.6058,0.2279,1.6584,28.7033,0.0050,0.6248,0.9014,3,2,0.53,0.3251639284167,0.581531623572339,0.054193928500589,-0.210036734972959,-0.0707841312801489,-0.471215114141247,0.0982905918233556,0.0753427112111468
0.8618,0.2741,2.1441,28.8473,0.1549,0.6270,1.3131,3,2,0.64,0.497084667139497,0.723095856405045,0.0777058751232353,-0.135462778112937,-0.0250296444503221,-0.470251506607574,0.184130302850713,0.68067024109653
0.1904,0.1254,0.5183,29.5490,0.1118,0.8516,0.2912,3,1,0.68,0.0462074520181005,0.267744179744759,-0.000995489052523234,0.228000441926709,-0.0381882965059667,-0.371804836659177,-0.0289607921305756,0.880612488772873
0.0057,0.0018,2.2596,30.3230,-0.0588,1.0863,0.1076,2,1,0.66,-0.0778336497660752,-0.111005994034826,0.0832970421706218,0.628944883876412,-0.090261012879337,-0.268898741855219,-0.067251534644699,0.76764549372109
-0.0135,-0.0047,1.8627,30.1839,-0.1299,0.7874,0.3194,3,1,0.40,-0.0907690096684155,-0.130853164713232,0.0640813386255128,0.55688314269168,-0.111979354355258,-0.39992832314013,-0.0230790373138499,-0.591537753492585
0.2721,0.0872,2.1215,28.7273,0.2379,2.8785,0.3231,3,1,0.57,0.101031617585496,0.150560113362688,0.0766123299838373,-0.197589612771484,0.000344047805503302,0.516778967606568,-0.0223159642418418,0.304648201089191
0.6539,0.1981,2.3002,28.6319,-0.0910,2.0959,0.8673,4,2,0.31,0.357448598744089,0.490412282880582,0.0852629061861575,-0.246999974269555,-0.100100227760583,0.173725040775549,0.0911797132086827,-1.03023013350115
0.0315,0.0255,0.2348,29.6639,0.0744,0.6178,0.1698,4,3,0.48,-0.0605596385153903,-0.0383555482799189,-0.0147197467980173,0.287527003865678,-0.0496063053330856,-0.474285681550641,-0.0542761962581541,-0.152845373484023
0.1127,0.1001,0.1262,30.7410,0.0493,0.6088,0.2180,4,2,0.42,-0.00598397155463376,0.190162569670064,-0.0199773801574688,0.845477155781632,-0.0572742968187491,-0.478253219394018,-0.0442299577961708,-0.503799308345634
0.0075,0.0052,0.4496,28.4117,-0.0406,0.5697,0.0369,4,2,0.53,-0.076644886161343,-0.100531098399,-0.00432308059224057,-0.361080465058268,-0.0847001158282048,-0.495377200406426,-0.0819835122858677,0.0665006622464518
0.0211,0.0145,0.4564,29.8513,-0.0370,0.5527,0.1272,1,1,0.74,-0.0675041671441649,-0.071985476373885,-0.00399583999275716,0.384602125454457,-0.0836160310104387,-0.502816881865222,-0.0631650374662424,1.16432849903442
0.0658,0.0417,0.5769,29.9205,0.0717,0.8836,0.1159,1,1,0.55,-0.0375029975264317,0.011384891815346,0.0018393052530608,0.420446522305978,-0.0504369280666979,-0.357767205527142,-0.0655265749530966,0.21725147242437
0.1070,0.0744,0.4368,29.8159,-0.0993,0.8663,-0.2797,1,1,0.39,-0.00985920658248959,0.111600852401372,-0.00494270776286003,0.366286260242467,-0.10263484860212,-0.365360327676013,-0.148004009067448,-0.635407053202964
-0.5776,-0.0726,6.9577,29.1680,0.0310,1.6655,-0.0423,1,1,0.49,-0.469608493578752,-0.338697146539874,0.310721029388227,0.0306646056763641,-0.0628413013899814,-0.0149763198791083,-0.0985112879825097,-0.129813991136074
-2.5879,-0.1135,21.7981,28.9620,-0.1861,1.2428,-0.2279,1,1,0.70,-1.81976186905511,-0.464058982321844,1.02912258000916,-0.0760190933921218,-0.129156754636762,-0.200275681233809,-0.13720083228011,0.965181378558487
0.1648,0.0976,0.6889,27.2669,0.2015,0.8792,0.2334,4,3,0.54,0.0290207510886671,0.182536110566787,0.00726007482852701,-0.954087680253279,-0.0107838538168613,-0.359718094300957,-0.0410072670438669,0.15423926166721
0.1120,0.0449,1.4946,29.5345,1.9086,4.8297,0.2334,1,1,0.44,-0.00648768494646944,0.0210634503560503,0.046264152967841,0.220484514205385,0.5105082555261,1.37220643075689,-0.0410072670326912,-0.380751445660306
0.1615,0.0521,2.0973,29.5085,-0.0256,0.9115,-0.4926,1,1,0.32,0.0267439665575699,0.0432690039700078,0.0754389110294767,0.2070480452122,-0.0801347445533872,-0.345515624027583,-0.192415852446668,-0.986360833790769
-0.1099,-0.0723,0.5203,28.8537,-0.1263,0.4738,0.2564,1,1,0.36,-0.15546595771579,-0.337717039345879,-0.000902544976930319,-0.132158049039056,-0.110898323297542,-0.537441869585652,-0.0362129399362847,-0.767014643786488
0.1942,0.1004,0.9346,29.6577,0.2936,1.7191,0.2637,1,1,0.59,0.0487461675129524,0.191081420164434,0.0191554642532395,0.284320691488353,0.0173260074438045,0.00850448972213567,-0.0347010258591307,0.41745475138187
0.1962,0.1010,0.9432,29.7808,0.1310,1.3150,0.2927,1,1,0.58,0.0501028355816298,0.192888492803363,0.0195717762584995,0.348084351205437,-0.0323128621696798,-0.168636210940274,-0.0286412752956501,0.373585451671491
0.0528,0.0318,0.6586,31.6577,-0.0287,1.5888,0.0741,3,2,0.42,-0.0462273134730257,-0.018875917799261,0.00579233296812215,1.32026519910638,-0.0810814101689012,-0.0486105191436236,-0.0742353926346498,-0.459930008635255
0.0569,0.0396,0.4366,28.1335,0.2384,2.0561,0.1265,4,2,0.33,-0.0434938287999974,0.00483042495550197,-0.00495432577230914,-0.505203947427734,0.000484520767805376,0.156254722205542,-0.0633107648694824,-0.942491688354197
-0.6695,-0.3452,0.9393,25.5531,-0.3096,2.0832,-2.8432,3,2,0.38,-0.531316742167902,-1.17371784747412,0.0193844358561325,-1.84181146302936,-0.16687374501487,0.168131031617373,-0.682572244842946,-0.679276198639537
0.1746,0.1491,0.1710,28.3878,-0.0428,1.4917,0.2371,3,1,0.69,0.0355824575396466,0.340333368800041,-0.01781207364639,-0.373460249519993,-0.0853872118394649,-0.0911793505902403,-0.0402451050826386,0.939756746645174
0.1917,0.1644,0.1661,28.4817,0.0984,1.7917,0.1341,3,1,0.56,0.0470671228735001,0.38713348731332,-0.0180454020028264,-0.324837221594381,-0.042262012412727,0.0403280888437618,-0.0617276632112948,0.227906547166939
0.1066,0.0608,0.7533,30.6226,0.0071,2.7197,0.1316,1,1,0.57,-0.0100875566534551,0.0698237832573198,0.0103790262818873,0.784142834521682,-0.0701520029497895,0.44716950254896,-0.0622472721464118,0.297736734543175
0.1535,0.0884,0.7356,30.7345,0.1184,2.9331,-0.0040,4,2,0.49,0.0214046046041116,0.15448054213867,0.00952268216874213,0.842110268794133,-0.0361575460726867,0.540737635356904,-0.0905233994641267,-0.113038103107496
1.0869,-0.0373,-30.1534,28.9514,-0.0360,1.2060,-0.0321,1,1,0.53,0.648279278832895,-0.23057907170226,-1.48576644680741,-0.0815097090948114,-0.083295386205184,-0.216422025849452,-0.0963742019134075,0.0966608829342408
0.1496,-0.0054,-28.6932,29.0072,0.0574,1.1418,-0.0067,3,2,0.46,0.0187920111451239,-0.132935892500472,-1.41507812056546,-0.0526010994375368,-0.0547885361380123,-0.244589352527568,-0.091085532454788,-0.284453118341353
0.0106,0.0098,0.0779,25.9038,-0.9551,0.7472,0.0464,3,2,0.42,-0.0746031678797691,-0.0864114291355043,-0.0223188931451925,-1.66015496048849,-0.363984794965136,-0.417582770538227,-0.0800200184343135,-0.503799308345634
-0.0003,-0.0003,0.0540,27.7528,-0.0038,0.5384,0.0340,3,2,0.44,-0.0818633569007607,-0.117162292347109,-0.0234714964992901,-0.702368849415636,-0.0734806014043388,-0.509094798099162,-0.0825900466980399,-0.372191563488304
